00002;DEPOSITO;500.0;2025-08-24T21:05:44.325203100;500.0
00001;DEPOSITO;30.0;2025-08-24T21:05:54.784894400;30.0
00003;DEPOSITO;1500.0;2025-08-24T21:06:44.317016900;1500.0
00001;SAQUE;390.0;2025-08-24T21:08:48.207597600;-360.0
00003;DEPOSITO;600.0;2025-08-25T09:40:54.625764600;2100.0
00001;SAQUE;100.0;2025-08-25T09:41:50.703856;-460.0
05933;DEPOSITO;1000.0;2025-08-25T12:01:29.450127800;1000.0
05934;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
05934;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
05934;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
05934;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
05934;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
05934;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
05934;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
05934;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
05934;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
05934;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
05934;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
05934;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00005;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00005;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00005;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00005;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00005;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00005;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00005;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00005;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00005;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00005;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00005;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00005;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00009;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00009;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00009;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00009;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00009;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00009;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00009;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00009;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00009;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00009;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00009;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00009;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00011;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00011;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00011;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00011;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00011;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00011;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00011;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00011;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00011;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00011;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00011;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00011;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00013;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00013;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00013;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00013;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00013;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00013;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00013;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00013;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00013;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00013;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00013;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00013;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00015;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00015;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00015;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00015;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00015;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00015;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00015;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00015;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00015;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00015;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00015;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00015;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00017;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00017;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00017;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00017;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00017;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00017;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00017;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00017;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00017;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00017;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00017;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00017;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00019;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00019;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00019;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00019;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00019;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00019;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00019;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00019;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00019;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00019;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00019;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00019;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00021;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00021;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00021;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00021;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00021;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00021;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00021;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00021;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00021;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00021;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00021;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00021;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00023;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00023;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00023;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00023;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00023;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00023;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00023;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00023;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00023;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00023;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00023;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00023;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00025;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00025;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00025;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00025;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00025;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00025;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00025;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00025;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00025;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00025;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00025;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00025;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00027;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00027;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00027;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00027;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00027;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00027;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00027;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00027;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00027;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00027;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00027;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00027;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00029;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00029;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00029;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00029;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00029;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00029;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00029;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00029;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00029;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00029;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00029;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00029;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00031;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00031;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00031;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00031;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00031;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00031;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00031;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00031;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00031;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00031;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00031;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00031;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00033;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00033;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00033;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00033;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00033;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00033;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00033;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00033;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00033;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00033;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00033;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00033;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00035;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00035;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00035;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00035;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00035;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
00035;SAQUE;100.0;2025-08-25T13:04:09.173017400;500.0
00035;SAQUE;100.0;2025-08-25T13:04:21.062328200;400.0
00035;SAQUE;100.0;2025-08-25T13:04:28.342706800;300.0
00035;SAQUE;100.0;2025-08-25T13:05:06.564611600;200.0
00035;SAQUE;100.0;2025-08-25T13:05:15.177496600;100.0
00035;SAQUE;50.0;2025-08-25T13:05:27.769524600;50.0
00035;SAQUE;50.0;2025-08-25T13:05:47.827902100;0.0
00037;DEPOSITO;1000.0;2025-08-25T13:01:55.293555700;1000.0
00037;SAQUE;100.0;2025-08-25T13:02:31.800353100;900.0
00037;SAQUE;100.0;2025-08-25T13:02:50.904690600;800.0
00037;SAQUE;100.0;2025-08-25T13:03:19.150995600;700.0
00037;SAQUE;100.0;2025-08-25T13:03:36.444960900;600.0
